marital_status,daytime_attendance,previous_qualification,previous_qualification_grade,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_update,gender,scholarship_holder,age,international,sem_one_grade,sem_two_grade,target
1,1,1,116,1,19,4,7,127.6,1,0,0,1,0,1,19,0,13.85714286,13.14285714,Dropout
1,1,1,129,37,37,9,9,117.1,1,0,0,1,0,0,30,0,14.69285714,14.9625,Graduate
1,1,1,157,19,38,5,3,149.3,0,0,0,1,0,0,18,0,14.035,14.035,Graduate
1,1,1,135,1,19,4,10,125.6,1,0,0,1,0,0,18,0,11,14,Graduate
1,1,1,139,38,38,9,9,145,1,0,0,1,0,1,18,0,13.33333333,13.33333333,Graduate
1,1,1,115,38,37,5,5,115,0,0,0,1,0,0,20,0,11.7725,12.33,Graduate
1,1,1,123,38,38,4,7,114.3,0,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,140,19,19,9,9,126,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,138,19,37,7,7,124,1,0,0,0,0,0,19,0,0,0,Dropout
1,1,1,132,1,38,5,6,122.6,1,0,0,1,0,1,18,0,12.28571429,12,Graduate
1,1,1,140,3,19,2,3,133.8,1,0,0,1,0,0,17,0,12.46,12.46,Enrolled
1,1,1,117,19,38,4,0,113.5,1,0,0,1,0,0,19,0,12.16666667,13.16666667,Graduate
1,1,1,125,19,1,4,5,122.6,1,1,0,1,0,0,18,0,11.83333333,11.5,Enrolled
1,1,3,140,37,37,4,4,140,0,0,0,1,0,0,25,0,14.80571429,14.80571429,Graduate
1,1,1,133.1,12,38,4,9,107,1,0,0,1,0,0,19,0,10.6,11.71428571,Dropout
1,1,42,130,19,1,9,9,130,1,0,1,0,0,0,24,0,13.125,13,Enrolled
1,1,1,134,1,1,4,9,124.2,1,0,1,1,0,1,19,0,12.83333333,12.66666667,Graduate
1,1,1,128,19,1,9,4,125.8,0,0,0,1,0,1,20,0,0,0,Enrolled
1,1,1,115,1,1,5,4,108,1,0,0,1,0,1,20,0,13,13.8,Graduate
1,1,1,119,1,1,4,4,115.2,1,0,0,1,0,1,20,0,12.725,13.7125,Graduate
1,1,1,131,1,3,4,1,129.3,1,0,0,1,0,0,19,0,11.25,10.33333333,Graduate
1,1,4,120,3,1,2,4,120,1,0,0,1,0,0,31,0,13.81818182,13.46153846,Graduate
1,1,1,120,1,19,3,4,116.7,0,0,0,1,0,0,20,0,12.33333333,13,Graduate
1,1,1,135,3,2,4,3,121,1,0,0,1,0,0,18,0,12.33333333,11.6,Enrolled
1,1,1,146,1,1,3,4,128.2,0,0,1,1,0,0,18,0,13.25,10.66666667,Enrolled
1,1,1,133,1,2,4,7,121.1,1,0,0,1,0,0,18,0,13.66666667,15.4,Graduate
1,1,1,122,19,3,5,2,112.6,0,0,1,1,0,0,20,0,12.625,11,Enrolled
1,1,1,128,2,19,2,4,123.3,1,0,0,1,0,1,20,0,14.83333333,12.14285714,Graduate
1,1,1,129,19,19,5,4,129.4,0,0,0,1,0,1,19,0,11.2,13.125,Dropout
1,1,1,122,19,19,4,6,119.9,0,0,0,1,0,1,21,0,11.4,12.2,Graduate
1,1,1,140,1,12,3,10,131.6,1,0,0,1,0,0,18,0,13.135,13.24444444,Graduate
1,1,1,143,1,1,4,4,120,1,0,0,1,0,0,21,0,13,11.4,Dropout
1,1,1,118,19,19,3,3,110,1,0,0,1,0,0,19,0,12.85,12.62142857,Enrolled
1,1,39,140,1,19,191,102,143,0,0,0,1,0,0,20,0,13.5,12.5,Graduate
1,1,1,140,1,2,3,3,140,0,0,0,1,0,0,20,0,14.28571429,13,Enrolled
1,1,1,123,12,1,9,9,119.2,1,0,0,1,0,1,18,0,13.5,14.5,Graduate
1,1,1,140,19,19,9,9,124.3,1,0,0,1,0,1,18,0,10.75,13,Graduate
1,1,1,116,19,19,7,7,111.1,1,0,0,1,0,1,18,0,11.33333333,11.83333333,Graduate
1,1,39,150,38,37,6,6,150,1,0,0,1,0,1,21,0,13,13.28571429,Graduate
1,1,1,147,38,19,5,8,147.3,0,0,0,1,0,0,18,0,13.96666667,13.96666667,Graduate
1,1,1,162,19,1,5,5,147.5,1,0,0,1,0,1,18,0,14.14125,14.14125,Graduate
1,1,1,108,37,37,9,7,108,1,0,0,1,0,1,20,0,11.6,11.75,Graduate
2,1,2,130,37,37,9,9,130,0,0,0,1,0,1,32,0,14.6625,14.6625,Graduate
2,0,1,140,37,37,9,10,130,0,0,0,1,0,0,34,0,0,0,Enrolled
1,1,1,116,19,37,3,3,109,1,0,0,1,0,1,23,0,12.99333333,12.66875,Graduate
1,1,1,120,4,1,4,10,112,1,0,0,1,0,0,18,0,11.25,12.2,Enrolled
1,0,1,132,37,19,5,5,121.2,0,0,0,1,0,0,18,0,12.2,12.8,Graduate
1,1,2,140,37,37,9,9,140,1,0,0,1,0,0,34,0,0,0,Dropout
1,0,1,120,1,1,4,7,119.5,0,0,1,1,0,0,25,1,11.33333333,11.75,Enrolled
1,1,1,136,37,38,193,181,125.9,0,0,0,1,0,0,21,0,12.2,11.8,Graduate
1,1,1,133,19,9,0,0,121.5,1,0,0,1,0,1,20,0,0,0,Dropout
1,1,1,126,30,19,0,2,121.5,1,0,0,1,0,0,18,0,11.33333333,11.66666667,Graduate
1,1,1,142,3,37,4,8,132.4,1,0,0,1,0,0,18,0,13.85714286,13.1,Graduate
1,1,1,121,37,37,9,9,122.4,0,0,0,1,0,0,18,0,12.85714286,13.33333333,Graduate
1,0,1,134,37,38,4,7,110,1,0,0,1,0,0,24,0,10,0,Dropout
1,1,1,140,19,19,9,7,120.4,0,0,1,0,0,0,32,0,10.21428571,11.38461538,Graduate
1,1,1,133.1,1,1,9,6,105,1,0,1,0,0,0,24,0,11.28571429,10.33333333,Dropout
1,1,1,157,38,37,9,5,137.8,0,0,0,1,0,1,18,0,13.83333333,0,Dropout
1,1,1,120,38,38,9,9,118,0,0,0,1,0,0,28,0,12.85714286,12.6,Graduate
1,1,1,134,19,38,4,8,122.1,1,0,0,1,0,1,18,0,11.66666667,12,Dropout
1,1,3,140,34,34,0,0,140,1,0,0,0,0,0,24,0,0,0,Dropout
1,1,1,133,1,37,4,10,143.2,0,0,0,1,0,0,19,0,14.4,13.2,Graduate
2,0,1,146,37,37,9,8,120.5,0,0,0,1,0,0,44,0,14.83333333,14.16666667,Graduate
1,1,1,130,37,37,9,2,119.5,1,0,0,1,0,1,18,0,14.33333333,12,Graduate
1,1,1,151,37,37,9,7,147.5,1,0,0,1,0,0,18,0,0,0,Graduate
1,1,1,133.1,1,1,90,90,129.6,0,0,0,1,0,0,22,0,0,0,Dropout
1,1,1,132,37,37,9,5,126.1,0,0,0,1,0,1,18,0,12.33333333,12.66666667,Graduate
2,0,1,110,37,37,9,4,160,0,0,0,1,0,0,44,0,11.8,12.4,Graduate
5,1,19,133.1,38,1,5,3,105.5,0,0,1,1,0,0,33,0,13.2,10.6,Dropout
2,1,1,110,37,37,9,9,95.5,0,0,1,0,0,0,32,0,0,0,Dropout
2,1,1,133.1,19,19,4,4,107.5,0,0,0,0,0,0,35,0,0,0,Dropout
1,1,1,105,19,19,6,6,106.1,1,0,0,1,0,0,20,0,11.5,13.28571429,Graduate
1,1,1,160,3,1,6,6,116.3,1,0,0,1,0,0,24,0,12.6,12.2,Graduate
1,1,1,144,38,1,9,10,137.4,0,0,0,1,0,0,19,0,13.54285714,14.22222222,Graduate
1,1,1,100,19,19,5,5,101.8,1,0,0,1,0,0,21,0,11.6,13,Enrolled
1,1,1,143,1,1,4,9,144.1,1,0,0,1,1,1,19,0,13.66666667,13.83333333,Graduate
1,1,1,160,19,1,9,5,107.8,1,0,0,0,1,0,27,0,0,0,Dropout
1,1,1,140,19,1,9,4,128.2,0,0,0,0,0,0,30,0,0,0,Dropout
1,1,1,133.1,38,38,9,9,117,1,0,0,1,1,0,21,0,0,0,Dropout
1,1,1,116,1,12,5,8,110.4,1,0,0,1,1,0,19,0,11.5,12.28571429,Graduate
2,0,1,120,37,37,9,10,170,0,0,0,1,0,0,34,0,11.5,11.75,Enrolled
1,1,1,141,4,19,4,10,100,0,0,0,1,1,0,18,0,11.82857143,12.9125,Graduate
1,1,1,110,3,2,3,3,117,1,0,0,1,1,0,21,0,0,0,Graduate
1,1,1,127,3,39,1,3,133.5,1,0,0,1,1,0,17,0,0,0,Enrolled
1,1,1,132,19,37,4,9,128,1,0,0,1,0,1,19,0,12.96666667,12.96666667,Graduate
1,1,1,135,37,38,9,6,122.1,1,0,0,1,1,0,18,0,13.83333333,13.66666667,Graduate
1,1,1,135,19,19,9,10,133.4,1,0,0,1,0,0,19,0,14.12571429,14.36875,Graduate
4,1,1,140,38,37,9,9,112,0,0,1,1,0,0,45,0,12.16666667,0,Dropout
1,1,1,133.1,19,37,9,6,130,1,0,0,1,0,0,26,0,12.66666667,12.25,Graduate
2,0,1,100,37,37,9,9,100,1,0,0,1,1,0,51,0,0,0,Dropout
2,1,19,133.1,37,37,6,6,162,0,0,1,1,1,1,49,0,12.28571429,14.16666667,Graduate
1,1,1,100,3,19,2,8,153,0,0,0,1,1,0,22,0,14.5,14.375,Enrolled
1,1,1,137,1,37,5,9,131.4,1,0,0,1,1,0,22,0,10,10,Dropout
2,1,3,120,3,3,1,1,128.2,0,0,0,1,0,0,33,0,11.5,12,Dropout
1,1,1,148.9,37,37,9,9,148.9,0,0,0,1,0,0,20,1,11.6,11.5,Graduate
1,1,1,134,38,19,7,7,128.4,1,0,0,1,0,1,18,0,12.5,11.66666667,Graduate
1,1,1,128,38,37,9,9,120.3,1,0,1,0,0,0,20,0,11.66666667,11,Dropout
2,0,1,133.1,38,37,4,6,100,0,0,0,1,0,0,37,1,13.42857143,11.6,Graduate
1,1,1,131,37,1,9,3,126.1,1,0,0,1,1,0,18,1,13.66666667,13.5,Graduate
1,1,1,118,1,19,9,9,111.7,1,0,0,1,0,0,19,0,12.5,12.16666667,Graduate
1,1,39,140,1,19,3,3,140,1,0,0,1,0,0,21,0,13,12.8,Graduate
1,1,1,133,19,1,9,1,122.2,0,0,0,1,0,0,20,0,12.78333333,12.84285714,Graduate
1,1,1,126,37,1,7,7,118.7,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,125,38,19,7,7,121.5,1,0,0,1,0,0,20,0,13.5,11.225,Dropout
1,1,1,138,3,1,2,5,134.5,1,0,0,1,0,0,18,0,13.45714286,15.125,Graduate
1,1,1,140,1,19,9,7,127,1,0,0,1,0,0,19,0,13.44285714,13.44285714,Graduate
1,1,1,124,37,38,9,3,114.2,0,0,0,1,0,0,18,0,11,10.83333333,Graduate
1,1,1,133,38,38,7,7,125.3,1,0,0,1,0,1,18,0,11.33333333,12.28571429,Graduate
1,1,1,127,1,19,4,5,120.4,1,0,0,1,0,0,18,0,10,0,Dropout
1,1,1,138,1,38,3,9,123,1,0,0,1,0,0,19,0,13.44,13.06666667,Enrolled
1,1,1,142,1,19,4,5,130.5,1,0,0,1,0,1,18,0,12.21428571,14.0625,Graduate
1,1,1,130,37,19,9,8,125.5,1,0,0,1,0,1,19,1,14.16666667,13.5,Graduate
1,1,42,130,1,19,9,7,133.8,0,0,1,1,0,1,24,0,12.84615385,12.63636364,Graduate
1,1,39,150,37,37,9,9,150,0,0,0,1,0,0,20,0,13,12,Enrolled
1,1,1,127,1,19,5,7,130.5,1,0,0,1,0,1,21,0,12.8,11.25,Graduate
1,1,39,140,38,37,4,10,140,0,0,1,0,0,0,20,0,13,12,Dropout
1,1,1,126,19,37,3,9,119.4,1,0,0,1,0,1,19,0,13.37142857,13.66666667,Graduate
1,1,1,139,19,19,9,8,121.3,1,0,0,1,0,1,19,0,13.38571429,13.3875,Graduate
1,1,1,141,1,1,9,9,126.3,1,0,0,1,0,0,18,0,13.32857143,13.32857143,Graduate
1,1,1,120,38,38,4,7,111.6,1,0,0,1,0,0,19,0,14,11,Graduate
1,1,1,120,38,19,9,9,111.3,1,0,0,1,0,0,21,0,12.6,13.2,Graduate
1,1,1,134,1,38,9,8,122.5,1,0,0,1,0,1,19,0,14,15,Graduate
1,1,1,128,19,1,7,10,116.5,1,0,0,1,0,1,18,0,13.42857143,12.66666667,Graduate
1,1,1,133,4,1,4,4,132,1,1,0,1,0,1,17,0,13,12.5,Graduate
1,1,1,123,19,38,4,10,123.7,1,0,0,1,0,0,19,0,12.66666667,11,Enrolled
1,1,1,118,37,1,9,7,117,1,0,0,0,1,0,23,0,10,12.33333333,Dropout
1,1,1,113,1,37,1,10,116.5,1,0,0,1,0,0,19,0,12.83333333,11.77777778,Graduate
1,1,1,135,19,3,9,4,121.5,1,0,0,1,0,0,18,0,12.91666667,12.91666667,Graduate
1,1,1,133.1,38,38,5,9,105,1,0,0,1,0,0,20,0,13.28571429,13.8,Graduate
1,1,1,130,1,19,9,9,121.3,1,0,0,1,0,1,19,0,14.6,13.8,Graduate
1,1,1,135,19,38,3,9,136.1,1,0,0,1,0,1,18,0,14,13.66666667,Graduate
1,1,1,133,37,37,9,4,123.6,0,0,0,1,0,1,19,0,14.14285714,15,Graduate
1,1,1,123,38,1,4,10,129,1,0,0,1,0,0,19,0,11.66666667,12.33333333,Graduate
1,1,1,145,19,37,4,8,136.8,1,0,0,1,0,0,18,0,14.3775,14.3775,Graduate
1,1,1,146,3,3,3,6,133.4,1,0,0,1,0,0,18,0,12.5,13.04285714,Graduate
1,1,1,144,38,38,7,7,136,1,0,0,1,0,1,19,0,14.15,14.15,Graduate
1,1,1,144,38,37,9,9,125.8,0,0,0,1,0,1,19,0,12.47142857,12.47142857,Graduate
1,1,1,131,4,4,2,1,120.5,0,0,0,1,0,0,19,0,14.15,14.15,Graduate
1,1,1,141,37,37,9,8,130.2,1,0,0,1,0,0,21,0,14.07222222,14.0475,Graduate
1,1,1,138,3,1,2,3,135.9,1,0,0,1,0,0,18,0,14.85714286,14.66666667,Graduate
1,1,1,127,19,37,9,9,116.5,0,0,0,1,0,1,19,0,14.28571429,13.16666667,Graduate
1,1,1,124,19,37,99,90,124,0,0,0,0,0,0,18,0,0,0,Dropout
1,0,3,140,1,1,4,4,140,0,0,0,1,0,0,30,0,0,0,Dropout
1,1,1,157,3,2,3,6,150.9,1,0,0,1,0,0,18,0,15,15.16666667,Dropout
1,1,1,129,19,19,4,8,127.3,1,0,0,1,0,1,20,0,12.63333333,12.63333333,Graduate
1,1,19,133.1,1,1,4,7,100,0,0,1,0,0,0,25,0,11.2,12.6,Dropout
1,1,1,142,38,37,5,7,128.8,1,0,0,1,0,0,18,0,14.23333333,14.23333333,Graduate
5,1,1,133,19,19,4,7,119.7,1,0,0,1,0,0,21,0,12.2,11.33333333,Enrolled
1,1,1,156,5,4,2,1,140.8,0,0,0,1,0,0,18,0,15.7,15.7,Graduate
1,1,1,151,37,37,9,9,138,1,0,0,1,0,0,18,0,15.2,15.2,Graduate
1,1,1,135,3,3,2,2,132.9,1,0,0,0,0,0,29,0,16.33333333,15.6,Dropout
1,1,1,140,3,3,2,2,140,0,0,0,1,0,0,20,0,12.5625,12.85714286,Graduate
1,1,3,140,3,1,4,4,140,0,0,0,1,0,0,26,0,0,0,Dropout
1,1,1,100,38,1,7,7,99.3,1,0,0,1,0,0,21,0,12.4,12,Graduate
1,1,1,126,37,19,5,5,119.3,0,0,0,1,0,1,19,0,13.78125,13.78125,Graduate
1,1,1,123,19,19,5,5,113.2,1,0,1,1,0,0,19,0,12.16666667,11.66666667,Dropout
1,1,1,133.1,38,38,9,5,117,0,0,0,1,0,0,21,0,11.8,11.83333333,Enrolled
1,0,1,137,1,1,4,3,123,0,0,1,1,0,0,20,0,10.8,12,Graduate
1,1,1,138,37,37,9,8,127.2,1,0,0,1,0,1,18,0,13.26,14.28625,Graduate
1,1,1,128,34,19,3,0,141,1,0,0,0,0,0,20,0,12,10.66666667,Dropout
1,1,1,136,19,38,9,9,121.7,0,1,0,1,0,1,20,0,11.875,14.42857143,Graduate
1,1,1,127,19,19,4,7,121.1,0,0,0,1,0,1,18,0,12.16,13.4,Enrolled
1,1,1,145,1,1,3,3,146.1,1,0,0,1,0,0,18,0,15,12.5,Enrolled
1,1,1,140,37,37,9,9,142.5,1,0,0,1,0,0,18,0,13.33333333,13.2,Graduate
1,1,1,138,2,19,2,9,126.8,1,0,0,1,0,0,18,0,11.5,11.8,Enrolled
1,1,39,150,3,3,2,2,150,1,0,0,1,0,0,22,0,14.42857143,13,Graduate
1,1,39,150,1,19,4,1,150,1,0,0,1,0,0,19,0,13,15.33333333,Enrolled
1,1,1,131,19,1,9,2,134.5,1,0,0,1,0,1,19,0,15,14.33333333,Graduate
1,1,1,136,19,19,9,9,129.5,1,0,0,1,0,0,18,0,15.15555556,16.8,Graduate
1,1,1,117,38,38,175,183,113.2,1,0,1,1,0,0,20,0,10.66666667,11.85714286,Graduate
1,1,1,158,38,37,5,5,140.2,1,0,0,1,0,0,18,0,11,11.25,Dropout
1,1,1,129,1,19,5,5,119.2,1,0,0,1,0,0,21,0,0,0,Dropout
1,1,1,140,1,19,4,4,140.7,0,0,0,1,0,0,19,0,12.28571429,12,Graduate
1,1,1,141,38,38,9,9,142.3,1,0,0,1,0,0,18,0,12.82875,12.82875,Dropout
1,1,1,132,12,12,90,4,129.9,1,0,0,1,0,0,18,1,12.66666667,14.4,Graduate
1,1,1,133,1,1,6,7,134.8,1,0,0,1,0,0,18,0,0,0,Enrolled
1,1,1,109,19,19,4,9,104.1,1,0,1,0,0,1,21,0,13,0,Dropout
1,1,1,135,1,38,5,5,122.4,0,0,1,1,0,0,19,0,10.875,12.4,Graduate
1,1,1,122,37,37,9,7,120.6,1,0,0,1,0,1,19,0,12.8,11.6,Graduate
1,1,1,118,1,19,4,10,112.4,1,0,0,1,0,0,19,0,11.28571429,0,Dropout
1,1,1,174,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,Graduate
1,1,1,142,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,10,Dropout
1,1,1,131,38,1,5,7,118.4,1,0,0,1,0,1,20,0,13.76666667,13.74444444,Dropout
1,1,1,139,18,18,1,1,130.8,1,0,0,0,0,0,18,0,12.75833333,12.75833333,Dropout
1,1,1,170,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,Dropout
1,1,1,182,19,1,5,7,156.8,1,0,0,1,0,0,18,0,12.66666667,13.25,Graduate
1,1,1,125,19,37,3,7,126.8,0,0,0,1,0,0,18,0,12,12.75,Enrolled
1,1,1,142,1,37,5,7,128,0,0,0,1,0,1,19,0,12.25,12,Graduate
1,1,1,119,19,37,4,5,113.8,1,0,0,1,0,0,20,0,11.33333333,12.2,Graduate
1,1,1,128,1,1,4,5,120.8,1,0,0,1,0,1,19,0,13.50714286,13.05,Graduate
1,1,1,150,19,38,1,1,130.8,1,0,0,1,0,0,18,0,13.61428571,13.61428571,Graduate
1,1,1,133.1,19,1,4,1,101,0,0,1,1,0,0,25,0,0,0,Dropout
1,1,1,131,37,37,9,9,126.1,1,0,0,0,0,0,18,0,11.5,12.16666667,Graduate
1,1,1,118,38,19,9,9,113.8,1,0,0,1,0,0,19,0,12.33333333,12.5,Graduate
1,1,1,122,19,38,4,8,118.3,1,0,0,1,0,1,19,0,11.97142857,14.4375,Graduate
1,1,1,116,19,19,5,8,127.9,0,0,1,0,0,1,20,0,13,11.5,Dropout
1,1,1,137,1,1,5,4,131.1,1,0,0,1,0,0,18,0,12.38571429,12.72857143,Enrolled
1,1,1,128,38,37,4,9,117.9,1,0,0,1,0,0,20,0,13.5,11.28571429,Graduate
1,1,1,123,1,1,9,9,115.7,1,0,0,1,0,0,21,0,12.16666667,13.28571429,Graduate
1,1,1,133.1,3,1,2,3,141,1,0,0,1,0,0,19,0,0,0,Graduate
2,0,12,110,37,37,7,9,120,0,0,0,1,0,0,42,0,11.66666667,13.66666667,Graduate
1,1,1,143,3,3,2,2,131.8,1,0,1,0,0,0,18,0,12.4,14.16666667,Enrolled
1,1,1,150,37,37,9,6,131.1,0,0,0,1,0,1,19,0,13.4,12.83333333,Graduate
1,1,1,129,38,19,9,5,117.8,1,0,0,1,0,0,18,0,12,12.5,Graduate
1,1,1,140,19,19,4,5,140,1,0,0,1,0,0,21,0,14.2,14.8,Graduate
1,1,1,133.1,38,37,5,5,108,0,0,0,1,0,1,20,0,12.125,14.42857143,Graduate
1,1,1,132,1,19,3,3,122.9,1,0,0,1,0,0,20,0,13.85714286,13.28571429,Graduate
1,1,39,130,3,1,2,9,130,1,0,0,1,0,0,21,0,11.75,12.33333333,Enrolled
1,1,1,137,38,37,7,7,126,1,0,0,1,0,0,19,0,14.28333333,13.12555556,Graduate
1,1,1,133.1,1,19,4,9,134,0,0,0,1,0,0,21,0,13.27272727,13,Graduate
1,1,1,143,38,19,151,193,134.3,1,1,0,1,0,0,19,0,14.66666667,15.14285714,Graduate
1,1,1,148,19,19,9,9,138.7,0,0,0,1,0,1,19,0,15.115,15.092,Graduate
1,1,1,137,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,Enrolled
1,1,39,160,37,19,9,10,160,1,0,0,1,0,0,22,0,15,13.14285714,Graduate
1,1,1,112,3,1,3,5,111,0,0,0,1,0,0,21,0,13.2,14.33333333,Graduate
1,1,1,133,37,37,5,8,128.5,1,0,0,1,0,1,18,0,11,10.33333333,Dropout
1,1,1,142,1,3,1,2,133,0,0,0,1,0,1,20,0,14.56571429,14.56571429,Graduate
1,1,1,123,34,37,0,0,114.6,1,0,1,0,0,0,18,0,12,10.75,Dropout
1,1,1,103,19,37,7,9,104.1,0,0,0,1,0,0,20,0,0,0,Dropout
1,1,1,140,1,1,3,3,127.6,1,0,0,1,0,0,23,0,13.79666667,13.775,Graduate
1,1,1,159,1,1,3,3,151,1,0,0,1,0,0,18,0,14.83333333,15.33333333,Graduate
1,1,39,140,1,1,9,3,135.7,1,0,0,1,0,0,20,0,12.83333333,13.83333333,Graduate
1,1,1,148,38,37,5,9,137.8,1,0,0,1,0,1,18,0,14.96285714,14.96285714,Graduate
1,1,1,112,38,38,9,9,117.3,1,0,0,1,0,0,20,0,12,11.2,Graduate
1,1,1,131,1,3,3,2,121.2,1,0,0,1,0,0,18,0,12.4,12.8,Graduate
1,1,1,145,3,3,2,1,129.3,1,0,0,1,0,0,20,0,15.57142857,17.16666667,Graduate
1,1,1,133.1,1,1,5,8,123,1,0,0,1,0,0,19,0,13.71428571,13.71428571,Graduate
1,1,39,140,1,19,4,4,140,0,0,0,1,0,0,21,0,13.14285714,12.16666667,Graduate
2,1,43,140,37,1,9,7,140,0,0,0,1,0,0,33,0,15,11,Graduate
1,1,1,150,12,2,4,2,144.6,0,0,1,0,0,0,24,0,13,0,Dropout
1,1,1,120,1,38,4,3,118.3,0,0,0,1,0,1,20,0,12,12.75,Graduate
1,1,1,156,19,38,9,1,153.6,1,0,0,1,0,0,18,0,0,0,Graduate
1,1,1,167,1,1,7,3,158.3,1,0,0,1,0,0,18,0,15.16666667,14.16666667,Graduate
1,0,6,133.1,34,34,0,0,100,0,0,1,1,0,0,29,0,12,10.5,Dropout
1,1,1,147,1,1,5,5,134.9,0,1,0,1,0,0,18,0,13.64285714,14.77272727,Graduate
1,1,1,129,38,37,5,5,142,1,0,0,1,0,0,19,0,12.66666667,12.71428571,Graduate
1,1,1,136,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,128,19,19,5,4,116.5,0,0,0,1,0,1,18,0,10.8,10.5,Graduate
1,1,1,140,19,19,7,7,138.6,0,0,0,1,0,1,19,0,14.25,13.06363636,Graduate
1,1,1,141,37,19,9,3,133,0,0,0,1,0,0,20,0,12.15384615,12.9,Dropout
1,1,1,133,2,1,3,4,136.2,1,0,0,1,0,0,19,0,11.5,10.5,Enrolled
1,1,1,125,19,19,7,5,118,1,0,0,1,0,1,19,0,12.25,12.33333333,Graduate
1,1,1,124,19,37,4,4,126.8,0,0,0,1,0,1,18,0,12,11.14285714,Enrolled
1,1,1,140,19,38,5,7,128.5,1,0,0,1,0,1,18,0,13.40375,13.40375,Graduate
1,1,1,140,3,1,2,3,129.9,0,0,0,1,0,1,19,0,11.33333333,12.66666667,Graduate
1,1,1,137,1,1,5,5,125.8,0,0,1,1,1,0,20,0,12.2,12.33333333,Dropout
1,1,1,144,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,Enrolled
1,1,1,138,4,19,2,3,124.7,1,0,0,1,1,0,18,0,0,0,Dropout
1,1,1,130,3,1,2,4,154.9,0,0,1,0,1,0,35,0,16.16666667,16,Dropout
1,1,1,142,19,38,9,7,127.3,0,0,0,1,1,0,18,0,11,11,Enrolled
1,1,1,136,37,19,5,8,129,1,0,0,1,1,1,19,0,0,0,Graduate
1,1,1,133.1,38,19,4,7,98,1,0,0,1,1,1,19,0,12,12.28571429,Enrolled
1,1,1,130,1,38,5,7,122,1,0,0,1,1,0,20,0,10.5,12.25,Enrolled
1,1,1,117,1,1,4,7,112.5,1,0,0,1,1,0,19,0,11.66666667,10.33333333,Enrolled
1,1,1,136,38,38,9,9,127.3,1,0,0,1,1,0,19,0,11,10,Dropout
1,1,1,133.1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,0,0,Dropout
1,0,1,140,37,37,9,7,122,1,0,1,0,1,0,29,0,12.5,0,Dropout
1,1,1,150,38,3,9,1,140,0,0,0,1,1,0,24,0,11.29444444,12.6,Graduate
1,1,1,121,19,38,6,6,116.1,1,0,0,1,1,0,19,0,11.2,12.5,Graduate
2,1,3,120,19,19,9,9,130,1,0,0,1,1,0,37,0,0,0,Dropout
1,1,1,143,1,1,4,10,146.2,1,0,0,1,1,0,18,0,13.2,11.8,Graduate
1,1,39,180,1,1,9,8,180,0,0,0,1,1,1,20,0,14.14285714,14.125,Enrolled
1,1,1,132,39,39,3,3,127.8,1,0,0,0,1,0,18,0,0,0,Dropout
1,1,1,130,37,19,9,8,130.8,0,0,0,1,1,0,22,0,0,13.33333333,Enrolled
1,1,1,133.1,38,38,4,7,109,1,0,0,1,1,1,22,0,12.33333333,10.57142857,Enrolled
1,1,1,131,1,38,9,5,132.4,1,0,1,0,1,0,18,0,0,0,Dropout
1,1,1,149,1,1,4,4,129.3,1,0,0,1,1,0,18,0,13.1,13.1,Graduate
1,1,1,124,37,37,9,9,125.4,1,0,0,1,1,0,19,0,13.5,13.16666667,Graduate
1,1,1,126,38,19,5,5,130.2,0,0,0,1,1,0,19,0,10.2,12,Enrolled
1,1,1,140,19,38,9,9,132,0,0,0,1,1,0,19,0,11.57142857,13,Dropout
1,1,39,170,19,19,9,7,170,1,0,1,1,1,0,21,0,15.28571429,15.16666667,Graduate
1,1,1,133,3,1,2,4,130.2,0,0,0,1,1,0,19,0,12.6,11,Enrolled
1,1,1,126,3,3,2,2,115.5,0,0,0,1,1,0,18,0,13.43333333,13.6,Graduate
1,1,1,129,19,19,4,9,127.6,1,0,0,1,1,0,19,0,11.6,11,Dropout
1,1,43,140,19,1,4,8,140,0,0,0,1,1,0,25,0,14.66666667,13.5,Graduate
1,1,1,130,37,1,9,8,120.2,1,0,0,1,1,0,22,0,14.66666667,14.66666667,Graduate
1,1,1,130,1,1,4,9,150,0,0,0,1,1,0,24,0,12.74285714,12.74285714,Graduate
1,1,1,99,1,3,5,10,100,1,0,0,1,1,0,19,0,11.975,13.12857143,Graduate
1,1,1,146,3,1,2,3,100,0,0,0,1,1,0,18,0,12.25,11.66666667,Enrolled
1,1,1,129,38,37,4,6,128,0,0,0,0,1,0,20,0,0,0,Dropout
1,1,1,132,19,19,9,7,128,1,0,0,1,1,1,19,0,14.93571429,14.93571429,Graduate
1,1,1,110,37,37,9,9,107.2,1,0,0,1,1,0,19,0,10.5,10,Dropout
